Date,num_bags,year,region
7/24/16,1377239.24,2016,Northeast
7/17/16,1341621.87,2016,Northeast
7/10/16,1481861.21,2016,Northeast
7/3/16,1483443.88,2016,Northeast
6/26/16,1343840.97,2016,Northeast
6/19/16,1269406.03,2016,Northeast
6/12/16,1357738.11,2016,Northeast
6/5/16,1347827.99,2016,Northeast
5/29/16,1231915.82,2016,Northeast
5/22/16,1267810.23,2016,Northeast
5/15/16,1168858.5,2016,Northeast
5/8/16,1305784.11,2016,Northeast
5/1/16,1179490.59,2016,Northeast
4/24/16,1180445.95,2016,Northeast
4/17/16,1225628.68,2016,Northeast
4/10/16,1138029.23,2016,Northeast
4/3/16,936432.96,2016,Northeast
3/27/16,1102723.76,2016,Northeast
3/20/16,1231618.82,2016,Northeast
3/13/16,1019762.67,2016,Northeast
3/6/16,1081790.69,2016,Northeast
2/28/16,930067.3,2016,Northeast
2/21/16,1061988.45,2016,Northeast
2/14/16,1155023.55,2016,Northeast
2/7/16,1443234.36,2016,Northeast
1/31/16,1044960.71,2016,Northeast
1/24/16,1329664,2016,Northeast
1/17/16,1220765.85,2016,Northeast
1/10/16,1061752.06,2016,Northeast
1/3/16,785375.49,2016,Northeast
12/25/16,52627.47,2016,NorthernNewEngland
12/18/16,44989.58,2016,NorthernNewEngland
12/11/16,50921.18,2016,NorthernNewEngland
12/4/16,35218.92,2016,NorthernNewEngland
11/27/16,38831.8,2016,NorthernNewEngland
11/20/16,49526.48,2016,NorthernNewEngland
11/13/16,42414.39,2016,NorthernNewEngland
11/6/16,50130.25,2016,NorthernNewEngland
10/30/16,55043.14,2016,NorthernNewEngland
10/23/16,46935.09,2016,NorthernNewEngland
10/16/16,48368.61,2016,NorthernNewEngland
10/9/16,48160.94,2016,NorthernNewEngland
10/2/16,47210.91,2016,NorthernNewEngland
9/25/16,52029.94,2016,NorthernNewEngland
9/18/16,53063.06,2016,NorthernNewEngland
9/11/16,63781.95,2016,NorthernNewEngland
9/4/16,75841.98,2016,NorthernNewEngland
8/28/16,69122.17,2016,NorthernNewEngland
8/21/16,115881.09,2016,NorthernNewEngland
8/14/16,116219.79,2016,NorthernNewEngland
8/7/16,97133.95,2016,NorthernNewEngland
7/31/16,108942.85,2016,NorthernNewEngland
7/24/16,127318.46,2016,NorthernNewEngland
7/17/16,101500.69,2016,NorthernNewEngland
7/10/16,85485.71,2016,NorthernNewEngland
7/3/16,111731.12,2016,NorthernNewEngland
6/26/16,89862.21,2016,NorthernNewEngland
6/19/16,82803.11,2016,NorthernNewEngland
6/12/16,85644.72,2016,NorthernNewEngland
6/5/16,88872.87,2016,NorthernNewEngland
5/29/16,85309.19,2016,NorthernNewEngland
5/22/16,85282.15,2016,NorthernNewEngland
5/15/16,77844.46,2016,NorthernNewEngland
5/8/16,118311.98,2016,NorthernNewEngland
5/1/16,50413.81,2016,NorthernNewEngland
4/24/16,62526.85,2016,NorthernNewEngland
4/17/16,63600.2,2016,NorthernNewEngland
4/10/16,64571.94,2016,NorthernNewEngland
4/3/16,45255.58,2016,NorthernNewEngland
3/27/16,64585.79,2016,NorthernNewEngland
3/20/16,60674.74,2016,NorthernNewEngland
3/13/16,53874.46,2016,NorthernNewEngland
3/6/16,71523.12,2016,NorthernNewEngland
2/28/16,67879.36,2016,NorthernNewEngland
2/21/16,72000.52,2016,NorthernNewEngland
2/14/16,94224.92,2016,NorthernNewEngland
2/7/16,53686.19,2016,NorthernNewEngland
1/31/16,105379.52,2016,NorthernNewEngland
1/24/16,111645.85,2016,NorthernNewEngland
1/17/16,92437.73,2016,NorthernNewEngland
1/10/16,59840.43,2016,NorthernNewEngland
1/3/16,39852.1,2016,NorthernNewEngland
12/25/16,145904.75,2016,Orlando
12/18/16,142743.77,2016,Orlando
12/11/16,114739.66,2016,Orlando
12/4/16,173717.37,2016,Orlando
11/27/16,95833.85,2016,Orlando
11/20/16,105313.34,2016,Orlando
11/13/16,102797.21,2016,Orlando
11/6/16,89681.46,2016,Orlando
10/30/16,87706.1,2016,Orlando
10/23/16,83838.72,2016,Orlando
10/16/16,118893.4,2016,Orlando
10/9/16,94677,2016,Orlando
10/2/16,117482.41,2016,Orlando
9/25/16,125141.87,2016,Orlando
9/18/16,126800.33,2016,Orlando
9/11/16,106104.38,2016,Orlando
9/4/16,125863.64,2016,Orlando
8/28/16,82367.3,2016,Orlando
8/21/16,89671.69,2016,Orlando
8/14/16,113598.47,2016,Orlando
8/7/16,98631.44,2016,Orlando
7/31/16,101707.51,2016,Orlando
7/24/16,98243.53,2016,Orlando
7/17/16,115691.39,2016,Orlando
7/10/16,113292.42,2016,Orlando
7/3/16,157430.61,2016,Orlando
6/26/16,114109.61,2016,Orlando
6/19/16,116438.74,2016,Orlando
6/12/16,85536.57,2016,Orlando
6/5/16,114154.76,2016,Orlando
5/29/16,114780.46,2016,Orlando
5/22/16,93343.62,2016,Orlando
5/15/16,172192.51,2016,Orlando
5/8/16,137892.73,2016,Orlando
5/1/16,223889.61,2016,Orlando
4/24/16,178123.73,2016,Orlando
4/17/16,106185.48,2016,Orlando
4/10/16,173886.68,2016,Orlando
4/3/16,115053.1,2016,Orlando
3/27/16,102111.56,2016,Orlando
3/20/16,98884.08,2016,Orlando
3/13/16,165528.09,2016,Orlando
3/6/16,97386.41,2016,Orlando
2/28/16,170047.62,2016,Orlando
2/21/16,100817.72,2016,Orlando
2/14/16,93141.5,2016,Orlando
2/7/16,206007.2,2016,Orlando
1/31/16,104962.88,2016,Orlando
1/24/16,110390.17,2016,Orlando
1/17/16,70701.54,2016,Orlando
1/10/16,102239.28,2016,Orlando
1/3/16,74829.12,2016,Orlando
12/25/16,96730.86,2016,Philadelphia
12/18/16,91111.04,2016,Philadelphia
12/11/16,112308.49,2016,Philadelphia
12/4/16,92535.48,2016,Philadelphia
11/27/16,87239.67,2016,Philadelphia
11/20/16,106624.37,2016,Philadelphia
11/13/16,100204.75,2016,Philadelphia
11/6/16,90998.35,2016,Philadelphia
10/30/16,89982.39,2016,Philadelphia
10/23/16,99594.83,2016,Philadelphia
10/16/16,126258.74,2016,Philadelphia
10/9/16,135380.86,2016,Philadelphia
10/2/16,151574.16,2016,Philadelphia
9/25/16,156621.93,2016,Philadelphia
9/18/16,187195.91,2016,Philadelphia
9/11/16,206798.2,2016,Philadelphia
9/4/16,196319.39,2016,Philadelphia
8/28/16,183482.63,2016,Philadelphia
8/21/16,176103.89,2016,Philadelphia
8/14/16,186834.47,2016,Philadelphia
8/7/16,185975.66,2016,Philadelphia
7/31/16,167023.43,2016,Philadelphia
7/24/16,177169.53,2016,Philadelphia
7/17/16,169877.51,2016,Philadelphia
7/10/16,172836.98,2016,Philadelphia
7/3/16,168791.6,2016,Philadelphia
6/26/16,163240.86,2016,Philadelphia
6/19/16,143902.85,2016,Philadelphia
6/12/16,159041.53,2016,Philadelphia
6/5/16,152825.99,2016,Philadelphia
5/29/16,150802.07,2016,Philadelphia
5/22/16,151541.36,2016,Philadelphia
5/15/16,136902.27,2016,Philadelphia
5/8/16,149862.79,2016,Philadelphia
5/1/16,145983.06,2016,Philadelphia
4/24/16,145552.53,2016,Philadelphia
4/17/16,144993.12,2016,Philadelphia
4/10/16,136691.83,2016,Philadelphia
4/3/16,121464.44,2016,Philadelphia
3/27/16,145367.61,2016,Philadelphia
3/20/16,238304.56,2016,Philadelphia
3/13/16,124417.46,2016,Philadelphia
3/6/16,122382.64,2016,Philadelphia
2/28/16,110391.81,2016,Philadelphia
2/21/16,124387.28,2016,Philadelphia
2/14/16,144768.8,2016,Philadelphia
2/7/16,272379.84,2016,Philadelphia
1/31/16,106669.72,2016,Philadelphia
1/24/16,147357.97,2016,Philadelphia
1/17/16,134523.04,2016,Philadelphia
1/10/16,127141.84,2016,Philadelphia
1/3/16,96938.86,2016,Philadelphia
12/25/16,280957.17,2016,PhoenixTucson
12/18/16,284141.28,2016,PhoenixTucson
12/11/16,307363.95,2016,PhoenixTucson
12/4/16,233511.19,2016,PhoenixTucson
11/27/16,219243.76,2016,PhoenixTucson
11/20/16,274679.03,2016,PhoenixTucson
11/13/16,269424.47,2016,PhoenixTucson
11/6/16,229175.79,2016,PhoenixTucson
10/30/16,231440.64,2016,PhoenixTucson
10/23/16,243447.67,2016,PhoenixTucson
10/16/16,320040.25,2016,PhoenixTucson
10/9/16,283173,2016,PhoenixTucson
10/2/16,252364.05,2016,PhoenixTucson
9/25/16,237215.76,2016,PhoenixTucson
9/18/16,230764.44,2016,PhoenixTucson
9/11/16,229356.03,2016,PhoenixTucson
9/4/16,233360.7,2016,PhoenixTucson
8/28/16,216083.95,2016,PhoenixTucson
8/21/16,256157.73,2016,PhoenixTucson
8/14/16,290191.77,2016,PhoenixTucson
8/7/16,265162.13,2016,PhoenixTucson
7/31/16,244175.5,2016,PhoenixTucson
7/24/16,284764.8,2016,PhoenixTucson
7/17/16,254022.47,2016,PhoenixTucson
7/10/16,285152.44,2016,PhoenixTucson
7/3/16,266159.69,2016,PhoenixTucson
6/26/16,265101.28,2016,PhoenixTucson
6/19/16,247276.98,2016,PhoenixTucson
6/12/16,274236.22,2016,PhoenixTucson
6/5/16,263366.39,2016,PhoenixTucson
5/29/16,250218.67,2016,PhoenixTucson
5/22/16,190677.62,2016,PhoenixTucson
5/15/16,160844.02,2016,PhoenixTucson
5/8/16,192225.18,2016,PhoenixTucson
5/1/16,181703.35,2016,PhoenixTucson
4/24/16,188932.59,2016,PhoenixTucson
4/17/16,202045.59,2016,PhoenixTucson
4/10/16,179820.98,2016,PhoenixTucson
4/3/16,139511.49,2016,PhoenixTucson
3/27/16,183007.62,2016,PhoenixTucson
3/20/16,156192.76,2016,PhoenixTucson
3/13/16,159507.82,2016,PhoenixTucson
3/6/16,130860.38,2016,PhoenixTucson
2/28/16,139458.75,2016,PhoenixTucson
2/21/16,175545.82,2016,PhoenixTucson
2/14/16,155493.49,2016,PhoenixTucson
2/7/16,171808.69,2016,PhoenixTucson
1/31/16,135043.24,2016,PhoenixTucson
1/24/16,170197.97,2016,PhoenixTucson
1/17/16,145281.89,2016,PhoenixTucson
1/10/16,142511.14,2016,PhoenixTucson
1/3/16,128596.66,2016,PhoenixTucson
12/25/16,34340.02,2016,Pittsburgh
12/18/16,36159.51,2016,Pittsburgh
12/11/16,37910.79,2016,Pittsburgh
12/4/16,34636.89,2016,Pittsburgh
11/27/16,29582.96,2016,Pittsburgh
11/20/16,38073.85,2016,Pittsburgh
11/13/16,35705.88,2016,Pittsburgh
11/6/16,39194.14,2016,Pittsburgh
10/30/16,38986.35,2016,Pittsburgh
10/23/16,37712.07,2016,Pittsburgh
10/16/16,39030.32,2016,Pittsburgh
10/9/16,36717.5,2016,Pittsburgh
10/2/16,32179.16,2016,Pittsburgh
9/25/16,31956.49,2016,Pittsburgh
9/18/16,21566.81,2016,Pittsburgh
9/11/16,26125.55,2016,Pittsburgh
9/4/16,35981.94,2016,Pittsburgh
8/28/16,33941.19,2016,Pittsburgh
8/21/16,35432.7,2016,Pittsburgh
8/14/16,38758.2,2016,Pittsburgh
8/7/16,41839.49,2016,Pittsburgh
7/31/16,39385.99,2016,Pittsburgh
7/24/16,46330.21,2016,Pittsburgh
7/17/16,56179.81,2016,Pittsburgh
7/10/16,51533.28,2016,Pittsburgh
7/3/16,57169.28,2016,Pittsburgh
6/26/16,48494.33,2016,Pittsburgh
6/19/16,41638.66,2016,Pittsburgh
6/12/16,41625.24,2016,Pittsburgh
6/5/16,46228.9,2016,Pittsburgh
5/29/16,46161.89,2016,Pittsburgh
5/22/16,42278.96,2016,Pittsburgh
5/15/16,48280.31,2016,Pittsburgh
5/8/16,42787.59,2016,Pittsburgh
5/1/16,50118.66,2016,Pittsburgh
4/24/16,54526.2,2016,Pittsburgh
4/17/16,39258.06,2016,Pittsburgh
4/10/16,42021.54,2016,Pittsburgh
4/3/16,26980.29,2016,Pittsburgh
3/27/16,37348.7,2016,Pittsburgh
3/20/16,34383.44,2016,Pittsburgh
3/13/16,35418.52,2016,Pittsburgh
3/6/16,38327.39,2016,Pittsburgh
2/28/16,35122.46,2016,Pittsburgh
2/21/16,24127.59,2016,Pittsburgh
2/14/16,30579.04,2016,Pittsburgh
2/7/16,28582.86,2016,Pittsburgh
1/31/16,23217.17,2016,Pittsburgh
1/24/16,30985.12,2016,Pittsburgh
1/17/16,35599.84,2016,Pittsburgh
1/10/16,38987.77,2016,Pittsburgh
1/3/16,26577.81,2016,Pittsburgh
12/25/16,417266.62,2016,Plains
12/18/16,413110.39,2016,Plains
12/11/16,410912.28,2016,Plains
12/4/16,377208.08,2016,Plains
11/27/16,335299.23,2016,Plains
11/20/16,297413.77,2016,Plains
11/13/16,310620.8,2016,Plains
11/6/16,331202.34,2016,Plains
10/30/16,286597.59,2016,Plains
10/23/16,302618.47,2016,Plains
10/16/16,312060.33,2016,Plains
10/9/16,349900.99,2016,Plains
10/2/16,369155.13,2016,Plains
9/25/16,379438.84,2016,Plains
9/18/16,370354.75,2016,Plains
9/11/16,423286.98,2016,Plains
9/4/16,454242.2,2016,Plains
8/28/16,402765.9,2016,Plains
8/21/16,493973.53,2016,Plains
8/14/16,549173.02,2016,Plains
8/7/16,578559.64,2016,Plains
7/31/16,523808.43,2016,Plains
7/24/16,583925.15,2016,Plains
7/17/16,654852.96,2016,Plains
7/10/16,686630.05,2016,Plains
7/3/16,803362.9,2016,Plains
6/26/16,560802.66,2016,Plains
6/19/16,529154.36,2016,Plains
6/12/16,571866.52,2016,Plains
6/5/16,558750.31,2016,Plains
5/29/16,534809.87,2016,Plains
5/22/16,556265.65,2016,Plains
5/15/16,583717.77,2016,Plains
5/8/16,586276.81,2016,Plains
5/1/16,504325.11,2016,Plains
4/24/16,538378.13,2016,Plains
4/17/16,495636.62,2016,Plains
4/10/16,459058.13,2016,Plains
4/3/16,373893.56,2016,Plains
3/27/16,403954.94,2016,Plains
3/20/16,419621.7,2016,Plains
3/13/16,394528.62,2016,Plains
3/6/16,409923.5,2016,Plains
2/28/16,396744.61,2016,Plains
2/21/16,364852.4,2016,Plains
2/14/16,374625.35,2016,Plains
2/7/16,437233.55,2016,Plains
1/31/16,391446.39,2016,Plains
1/24/16,365487.75,2016,Plains
1/17/16,334853.27,2016,Plains
1/10/16,373198.43,2016,Plains
1/3/16,312460.49,2016,Plains
12/25/16,272953.61,2016,Portland
12/18/16,271729.86,2016,Portland
12/11/16,557393.2,2016,Portland
12/4/16,328915.97,2016,Portland
11/27/16,215201.87,2016,Portland
11/20/16,247527.29,2016,Portland
11/13/16,262247.96,2016,Portland
11/6/16,253454.94,2016,Portland
10/30/16,211839.83,2016,Portland
10/23/16,350858.11,2016,Portland
10/16/16,335232.53,2016,Portland
10/9/16,350305.27,2016,Portland
10/2/16,657894.92,2016,Portland
9/25/16,431765.47,2016,Portland
9/18/16,317622.79,2016,Portland
9/11/16,343792.57,2016,Portland
9/4/16,301470.88,2016,Portland
8/28/16,315525.82,2016,Portland
8/21/16,364293.35,2016,Portland
8/14/16,333644.85,2016,Portland
8/7/16,336710.06,2016,Portland
7/31/16,326971.26,2016,Portland
7/24/16,307370.81,2016,Portland
7/17/16,317253.73,2016,Portland
7/10/16,343174,2016,Portland
7/3/16,356462.94,2016,Portland
6/26/16,343858.09,2016,Portland
6/19/16,339388.98,2016,Portland
6/12/16,279475.25,2016,Portland
6/5/16,530470.2,2016,Portland
5/29/16,463082.88,2016,Portland
5/22/16,373566.24,2016,Portland
5/15/16,506448.91,2016,Portland
5/8/16,549125.2,2016,Portland
5/1/16,465219.77,2016,Portland
4/24/16,353689.7,2016,Portland
4/17/16,531787.27,2016,Portland
4/10/16,311060.29,2016,Portland
4/3/16,444405.23,2016,Portland
3/27/16,458296.49,2016,Portland
3/20/16,271119.36,2016,Portland
3/13/16,418533.5,2016,Portland
3/6/16,435354.58,2016,Portland
2/28/16,414298.22,2016,Portland
2/21/16,466077.21,2016,Portland
2/14/16,283709.72,2016,Portland
2/7/16,500442.28,2016,Portland
1/31/16,349297.17,2016,Portland
1/24/16,311482.39,2016,Portland
1/17/16,373586.36,2016,Portland
1/10/16,368735.8,2016,Portland
1/3/16,415128.38,2016,Portland
12/25/16,79423.63,2016,RaleighGreensboro
12/18/16,68362.19,2016,RaleighGreensboro
12/11/16,76899.16,2016,RaleighGreensboro
12/4/16,75670,2016,RaleighGreensboro
11/27/16,63014.82,2016,RaleighGreensboro
11/20/16,65420.1,2016,RaleighGreensboro
11/13/16,60738.47,2016,RaleighGreensboro
11/6/16,68180.98,2016,RaleighGreensboro
10/30/16,60952.92,2016,RaleighGreensboro
10/23/16,76184.37,2016,RaleighGreensboro
10/16/16,73803.7,2016,RaleighGreensboro
10/9/16,81015.5,2016,RaleighGreensboro
10/2/16,83776.68,2016,RaleighGreensboro
9/25/16,80443.83,2016,RaleighGreensboro
9/18/16,87333.85,2016,RaleighGreensboro
9/11/16,92602.53,2016,RaleighGreensboro
9/4/16,86626.76,2016,RaleighGreensboro
8/28/16,79530.99,2016,RaleighGreensboro
8/21/16,87848.09,2016,RaleighGreensboro
8/14/16,88374.76,2016,RaleighGreensboro
8/7/16,76044.83,2016,RaleighGreensboro
7/31/16,72766.85,2016,RaleighGreensboro
7/24/16,85864.57,2016,RaleighGreensboro
7/17/16,93002.47,2016,RaleighGreensboro
7/10/16,93250.36,2016,RaleighGreensboro
7/3/16,90573.12,2016,RaleighGreensboro
6/26/16,80183.31,2016,RaleighGreensboro
6/19/16,79905.38,2016,RaleighGreensboro
6/12/16,78016.98,2016,RaleighGreensboro
6/5/16,80822.76,2016,RaleighGreensboro
5/29/16,78353.09,2016,RaleighGreensboro
5/22/16,86437.77,2016,RaleighGreensboro
5/15/16,89116.72,2016,RaleighGreensboro
5/8/16,89696.17,2016,RaleighGreensboro
5/1/16,88161.52,2016,RaleighGreensboro
4/24/16,88199.81,2016,RaleighGreensboro
4/17/16,81492.38,2016,RaleighGreensboro
4/10/16,82847.87,2016,RaleighGreensboro
4/3/16,74452.52,2016,RaleighGreensboro
3/27/16,71145.81,2016,RaleighGreensboro
3/20/16,74102.98,2016,RaleighGreensboro
3/13/16,74890.88,2016,RaleighGreensboro
3/6/16,69214.92,2016,RaleighGreensboro
2/28/16,65580.95,2016,RaleighGreensboro
2/21/16,70298.5,2016,RaleighGreensboro
2/14/16,75907.18,2016,RaleighGreensboro
2/7/16,72030.46,2016,RaleighGreensboro
1/31/16,57080.4,2016,RaleighGreensboro
1/24/16,60248.95,2016,RaleighGreensboro
1/17/16,56778.3,2016,RaleighGreensboro
1/10/16,65875.31,2016,RaleighGreensboro
1/3/16,57312.96,2016,RaleighGreensboro
12/25/16,58142.64,2016,RichmondNorfolk
12/18/16,52758.01,2016,RichmondNorfolk
12/11/16,64561.84,2016,RichmondNorfolk
12/4/16,49514.25,2016,RichmondNorfolk
11/27/16,56103.69,2016,RichmondNorfolk
11/20/16,63057.6,2016,RichmondNorfolk
11/13/16,43970.14,2016,RichmondNorfolk
11/6/16,46648.86,2016,RichmondNorfolk
10/30/16,44142.49,2016,RichmondNorfolk
10/23/16,47348.03,2016,RichmondNorfolk
10/16/16,54680.1,2016,RichmondNorfolk
10/9/16,52119.52,2016,RichmondNorfolk
10/2/16,60397.55,2016,RichmondNorfolk
9/25/16,51228.61,2016,RichmondNorfolk
9/18/16,56727.84,2016,RichmondNorfolk
9/11/16,66602.09,2016,RichmondNorfolk
9/4/16,70028.45,2016,RichmondNorfolk
8/28/16,72113.66,2016,RichmondNorfolk
8/21/16,58155.91,2016,RichmondNorfolk
8/14/16,69612.81,2016,RichmondNorfolk
8/7/16,66522.5,2016,RichmondNorfolk
7/31/16,63643.39,2016,RichmondNorfolk
7/24/16,75487.74,2016,RichmondNorfolk
7/17/16,79540.48,2016,RichmondNorfolk
7/10/16,79485.4,2016,RichmondNorfolk
7/3/16,85090,2016,RichmondNorfolk
6/26/16,66404.42,2016,RichmondNorfolk
6/19/16,72522.4,2016,RichmondNorfolk
6/12/16,72459.57,2016,RichmondNorfolk
6/5/16,69692.26,2016,RichmondNorfolk
5/29/16,71704.83,2016,RichmondNorfolk
5/22/16,80723.94,2016,RichmondNorfolk
5/15/16,59474.62,2016,RichmondNorfolk
5/8/16,80728.44,2016,RichmondNorfolk
5/1/16,77191.57,2016,RichmondNorfolk
4/24/16,74662.54,2016,RichmondNorfolk
4/17/16,67278.58,2016,RichmondNorfolk
4/10/16,70678.99,2016,RichmondNorfolk
4/3/16,52393.59,2016,RichmondNorfolk
3/27/16,57721.78,2016,RichmondNorfolk
3/20/16,65344.68,2016,RichmondNorfolk
3/13/16,59731.59,2016,RichmondNorfolk
3/6/16,61339.5,2016,RichmondNorfolk
2/28/16,48197.79,2016,RichmondNorfolk
2/21/16,49967.14,2016,RichmondNorfolk
2/14/16,61735.78,2016,RichmondNorfolk
2/7/16,69172.9,2016,RichmondNorfolk
1/31/16,46214.37,2016,RichmondNorfolk
1/24/16,51506.74,2016,RichmondNorfolk
1/17/16,46788.54,2016,RichmondNorfolk
1/10/16,55906.57,2016,RichmondNorfolk
1/3/16,45676.31,2016,RichmondNorfolk
12/25/16,48052.71,2016,Roanoke
12/18/16,36926.94,2016,Roanoke
12/11/16,48704.49,2016,Roanoke
12/4/16,36290.1,2016,Roanoke
11/27/16,35235.62,2016,Roanoke
11/20/16,42294.35,2016,Roanoke
11/13/16,35546.5,2016,Roanoke
11/6/16,41053.2,2016,Roanoke
10/30/16,40284.65,2016,Roanoke
10/23/16,37322.93,2016,Roanoke
10/16/16,46384.49,2016,Roanoke
10/9/16,38336.47,2016,Roanoke
10/2/16,48866.54,2016,Roanoke
9/25/16,51876.07,2016,Roanoke
9/18/16,47741.85,2016,Roanoke
9/11/16,59177.64,2016,Roanoke
9/4/16,67328.62,2016,Roanoke
8/28/16,63164.75,2016,Roanoke
8/21/16,56341.36,2016,Roanoke
8/14/16,61326.44,2016,Roanoke
8/7/16,52136.98,2016,Roanoke
7/31/16,54800.62,2016,Roanoke
7/24/16,63017.5,2016,Roanoke
7/17/16,56956.78,2016,Roanoke
7/10/16,58067.06,2016,Roanoke
7/3/16,66740.64,2016,Roanoke
6/26/16,51531.2,2016,Roanoke
6/19/16,60996.11,2016,Roanoke
6/12/16,57727.96,2016,Roanoke
6/5/16,55476.89,2016,Roanoke
5/29/16,58553.66,2016,Roanoke
5/22/16,65682.71,2016,Roanoke
5/15/16,44612.49,2016,Roanoke
5/8/16,60828.07,2016,Roanoke
5/1/16,63563.9,2016,Roanoke
4/24/16,63800.09,2016,Roanoke
4/17/16,53360.61,2016,Roanoke
4/10/16,59993.47,2016,Roanoke
4/3/16,42867.47,2016,Roanoke
3/27/16,44374.02,2016,Roanoke
3/20/16,48302.75,2016,Roanoke
3/13/16,45207.52,2016,Roanoke
3/6/16,41230.05,2016,Roanoke
2/28/16,34858.03,2016,Roanoke
2/21/16,36940.03,2016,Roanoke
2/14/16,56138.26,2016,Roanoke
2/7/16,57376.62,2016,Roanoke
1/31/16,36490.74,2016,Roanoke
1/24/16,39559.2,2016,Roanoke
1/17/16,40837.92,2016,Roanoke
1/10/16,44682.97,2016,Roanoke
1/3/16,38685.93,2016,Roanoke
12/25/16,44357.39,2016,Sacramento
12/18/16,40030.16,2016,Sacramento
12/11/16,50467.37,2016,Sacramento
12/4/16,47267.51,2016,Sacramento
11/27/16,38363.97,2016,Sacramento
11/20/16,41969.52,2016,Sacramento
11/13/16,38279.56,2016,Sacramento
11/6/16,33681.11,2016,Sacramento
10/30/16,20977.23,2016,Sacramento
10/23/16,41563.31,2016,Sacramento
10/16/16,43895.1,2016,Sacramento
10/9/16,41997.77,2016,Sacramento
10/2/16,50023.32,2016,Sacramento
9/25/16,51124.5,2016,Sacramento
9/18/16,44389.52,2016,Sacramento
9/11/16,58195.58,2016,Sacramento
9/4/16,66590.51,2016,Sacramento
8/28/16,39725.97,2016,Sacramento
8/21/16,47026.33,2016,Sacramento
8/14/16,44453.39,2016,Sacramento
8/7/16,51045.47,2016,Sacramento
7/31/16,53948.46,2016,Sacramento
7/24/16,55394.72,2016,Sacramento
7/17/16,67077.93,2016,Sacramento
7/10/16,73209.02,2016,Sacramento
7/3/16,74049.59,2016,Sacramento
6/26/16,67435.85,2016,Sacramento
6/19/16,55316.35,2016,Sacramento
6/12/16,57049.82,2016,Sacramento
6/5/16,56940.43,2016,Sacramento
5/29/16,51362.35,2016,Sacramento
5/22/16,57721.72,2016,Sacramento
5/15/16,48459.04,2016,Sacramento
5/8/16,70586.27,2016,Sacramento
5/1/16,55338.55,2016,Sacramento
4/24/16,56258.79,2016,Sacramento
4/17/16,57606.28,2016,Sacramento
4/10/16,57719.38,2016,Sacramento
4/3/16,53343.76,2016,Sacramento
3/27/16,60518.21,2016,Sacramento
3/20/16,53520.98,2016,Sacramento
3/13/16,56329.5,2016,Sacramento
3/6/16,71111.62,2016,Sacramento
2/28/16,70657.22,2016,Sacramento
2/21/16,58028.7,2016,Sacramento
2/14/16,79229.76,2016,Sacramento
2/7/16,83861.68,2016,Sacramento
1/31/16,60573.61,2016,Sacramento
1/24/16,57766.9,2016,Sacramento
1/17/16,60047.98,2016,Sacramento
1/10/16,66501.51,2016,Sacramento
1/3/16,53729.83,2016,Sacramento
12/25/16,149507.1,2016,SanDiego
12/18/16,155920.72,2016,SanDiego
12/11/16,145576.63,2016,SanDiego
12/4/16,136680.65,2016,SanDiego
11/27/16,110313.27,2016,SanDiego
11/20/16,99839.55,2016,SanDiego
11/13/16,88686.27,2016,SanDiego
11/6/16,56008.44,2016,SanDiego
10/30/16,48144.51,2016,SanDiego
10/23/16,106129.21,2016,SanDiego
10/16/16,156643.17,2016,SanDiego
10/9/16,171299.97,2016,SanDiego
10/2/16,176524.82,2016,SanDiego
9/25/16,196586,2016,SanDiego
9/18/16,157525.58,2016,SanDiego
9/11/16,177027.42,2016,SanDiego
9/4/16,188319.37,2016,SanDiego
8/28/16,215379.08,2016,SanDiego
8/21/16,209015.75,2016,SanDiego
8/14/16,165575.87,2016,SanDiego
8/7/16,183883.34,2016,SanDiego
7/31/16,180027.1,2016,SanDiego
7/24/16,166466.32,2016,SanDiego
7/17/16,165570.04,2016,SanDiego
7/10/16,192335.73,2016,SanDiego
7/3/16,214718.78,2016,SanDiego
6/26/16,207713.96,2016,SanDiego
6/19/16,202555.08,2016,SanDiego
6/12/16,209345.19,2016,SanDiego
6/5/16,215095.77,2016,SanDiego
5/29/16,193052.2,2016,SanDiego
5/22/16,185821.84,2016,SanDiego
5/15/16,168647.09,2016,SanDiego
5/8/16,219907.91,2016,SanDiego
5/1/16,213182.47,2016,SanDiego
4/24/16,197300.17,2016,SanDiego
4/17/16,223820.63,2016,SanDiego
4/10/16,219402.31,2016,SanDiego
4/3/16,187200.86,2016,SanDiego
3/27/16,246578.44,2016,SanDiego
3/20/16,279426.79,2016,SanDiego
3/13/16,253426.32,2016,SanDiego
3/6/16,288428.48,2016,SanDiego
2/28/16,272697.77,2016,SanDiego
2/21/16,247635.26,2016,SanDiego
2/14/16,259056.07,2016,SanDiego
2/7/16,378746.24,2016,SanDiego
1/31/16,258822.35,2016,SanDiego
1/24/16,280302.01,2016,SanDiego
1/17/16,187562.81,2016,SanDiego
1/10/16,248519.5,2016,SanDiego
1/3/16,236295.48,2016,SanDiego
12/25/16,60032.82,2016,SanFrancisco
12/18/16,65082.83,2016,SanFrancisco
12/11/16,70207.24,2016,SanFrancisco
12/4/16,70183.44,2016,SanFrancisco
11/27/16,69915.04,2016,SanFrancisco
11/20/16,78967.02,2016,SanFrancisco
11/13/16,75836.18,2016,SanFrancisco
11/6/16,74657.63,2016,SanFrancisco
10/30/16,59465.15,2016,SanFrancisco
10/23/16,94583.92,2016,SanFrancisco
10/16/16,78667.26,2016,SanFrancisco
